panel_id,batch,clip,clip_title,priority,story_stage,pure_path,annotated_path,whitebox_reference_path,status,production_order,notes
MSB001,B01,01,老小区建立,A,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB001_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB001_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB001.png,generated_passed_qa,1,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB175,B06,19,进入8-bit关卡,B,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB175_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB175_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB175.png,generated_passed_qa,161,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB180,B06,20,WIN / INSERT COIN,B,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB180_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB180_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB180.png,generated_passed_qa,162,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB181,B06,20,WIN / INSERT COIN,B,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB181_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB181_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB181.png,generated_passed_qa,163,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB182,B06,20,WIN / INSERT COIN,B,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB182_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB182_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB182.png,generated_passed_qa,164,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB023,B01,03,游戏厅入口,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB023_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB023_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB023.png,generated_passed_qa,165,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB025,B01,03,游戏厅入口,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB025_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB025_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB025.png,generated_passed_qa,166,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB032,B02,04,找到街霸,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB032_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB032_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB032.png,generated_passed_qa,167,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB033,B02,04,找到街霸,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB033_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB033_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB033.png,generated_passed_qa,168,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB036,B02,04,找到街霸,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB036_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB036_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB036.png,generated_passed_qa,169,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB037,B02,04,找到街霸,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB037_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB037_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB037.png,generated_passed_qa,170,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB039,B02,05,哥哥打赢老大,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB039_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB039_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB039.png,generated_passed_qa,171,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB041,B02,05,哥哥打赢老大,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB041_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB041_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB041.png,generated_passed_qa,172,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB042,B02,05,哥哥打赢老大,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB042_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB042_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB042.png,generated_passed_qa,173,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB048,B02,05,哥哥打赢老大,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB048_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB048_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB048.png,generated_passed_qa,174,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB052,B02,06,老大记仇,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB052_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB052_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB052.png,generated_passed_qa,175,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB053,B02,06,老大记仇,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB053_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB053_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB053.png,generated_passed_qa,176,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB057,B02,06,老大记仇,B,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B02/MSB057_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB057_v001_annotated.png,whitebox_renders_v2/B02/WB2_ARCADE_MSB057.png,generated_passed_qa,177,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB060,B03,07,志得意满离开,B,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB060_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB060_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB060.png,generated_passed_qa,178,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB061,B03,07,志得意满离开,B,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB061_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB061_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB061.png,generated_passed_qa,179,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB068,B03,08,偏僻小路,B,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB068_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB068_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB068.png,generated_passed_qa,180,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB074,B03,08,偏僻小路,B,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB074_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB074_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB074.png,generated_passed_qa,181,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB079,B03,09,四人堵路,B,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB079_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB079_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB079.png,generated_passed_qa,182,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB080,B03,09,四人堵路,B,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB080_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB080_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB080.png,generated_passed_qa,183,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB083,B03,09,四人堵路,B,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB083_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB083_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB083.png,generated_passed_qa,184,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB126,B05,13,进入废楼,C,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB126_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB126_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB126.png,generated_passed_qa,185,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB026,B01,03,游戏厅入口,C,S1_ARCADE_PLAY,visual_assets/pure/micro_storyboard/B01/MSB026_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB026_v001_annotated.png,whitebox_renders_v2/B01/WB2_ARCADE_MSB026.png,generated_passed_qa,186,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB063,B03,07,志得意满离开,C,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB063_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB063_v001_annotated.png,whitebox_renders_v2/B03/WB2_EXIT_MSB063.png,generated_passed_qa,187,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB069,B03,08,偏僻小路,C,S2_EXIT_TO_STANDOFF,visual_assets/pure/micro_storyboard/B03/MSB069_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB069_v001_annotated.png,whitebox_renders_v2/B03/WB2_ALLEY_MSB069.png,generated_passed_qa,188,pure generated and QA passed; image=1672x941; annotated_exists=True
