asset_id,asset_class,story_stage,pure_path,annotated_path,model_input_allowed,annotation_allowed,pure_qa_status,annotated_qa_status,notes
MSB161,keyframe,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB161_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB161_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB162,start_frame,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB162_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB162_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB163,storyboard,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB163_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB163_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB164,storyboard,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB164_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB164_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB165,storyboard,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB165_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB165_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB166,keyframe,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB166_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB166_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB167,storyboard,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB167_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB167_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB168,end_frame,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB168_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB168_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB169,keyframe,S7_PHONE_ELECTRONICIZATION,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB169_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB169_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB170,keyframe,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB170_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB170_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB171,start_frame,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB171_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB171_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB172,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB172_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB172_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB173,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB173_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB173_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB174,keyframe,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB174_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB174_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB175,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB175_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB175_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB176,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB176_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB176_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB177,end_frame,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB177_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB177_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB178,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB178_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB178_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB179,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB179_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB179_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB180,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB180_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB180_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB181,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB181_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB181_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB182,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB182_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB182_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB183,keyframe,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB183_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB183_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB184,end_frame,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB184_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB184_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB185,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB185_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB185_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB186,keyframe,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB186_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB186_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB187,storyboard,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB187_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB187_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB188,keyframe,S8_8BIT_TRANSLATED,01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB188_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B06/MSB188_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
